name,misspellings
Nichols,['Nicjols']
Muranaka,['Murqnaka']
Sugimoto,"['Sufimoto', 'Sjgimoto', 'Sugimoro']"
Kono,"['Kpno', 'Mono', 'Konl', 'Kpno']"
Hayashida,"['Hayashira', 'Hayashifa']"
Larson,"['Larsob', 'Laeson', 'Larsln']"
Rice,"['Roce', 'Ruce', 'Rive', 'Tice']"
Takaki,['Takakk']
Hironaka,"['Hkronaka', 'Hiromaka']"
Botelho,"['Botepho', 'Botelhp', 'Botelbo']"
Gibson,"['Gibsoj', 'Gibdon', 'Givson', 'Gihson']"
Boyd,"['Boyc', 'Boud', 'Blyd']"
Kawano,['Kawsno']
Uchida,"['Ucbida', 'Ucgida']"
Masaki,['Mqsaki']
Yano,"['Yqno', 'Yqno', 'Ysno']"
Campos,"['Campox', 'Cwmpos']"
Lane,"['Pane', 'Lanw']"
Tamayo,"['Tamayi', 'Ramayo']"
Agcaoili,"['Agcaiili', 'Agcaoiki', 'Agcwoili', 'Agcalili']"
Vincent,"['Vincwnt', 'Vihcent', 'Vibcent']"
Wells,"['Welos', 'Welps', 'Wepls']"
Viloria,"['Filoria', 'Vuloria', 'Vilpria', 'Vikoria']"
Carpenter,"['Catpenter', 'Carpwnter', 'Carpenfer']"
Hoffman,"['Hofgman', 'Hoffkan', 'Hofdman']"
Iha,"['Ina', 'Iya', 'Iba', 'Ihw']"
Nakanishi,"['Nakajishi', 'Naksnishi', 'Nakanushi', 'Namanishi']"
Henry,"['Hejry', 'Henru', 'Nenry']"
Nishikawa,"['Nishikaww', 'Nishikzwa']"
Shibata,['Shibwta']
Hirayama,"['Jirayama', 'Hirayaja', 'Birayama']"
Espiritu,"['Esoiritu', 'Esoiritu', 'Esliritu']"
Griffin,['Griffib']
Oishi,"['Oishk', 'Oishk']"
Moon,"['Moin', 'Noon']"
Lu,"['Ou', 'Ly']"
Aguilar,"['Wguilar', 'Aguikar', 'Aguikar', 'Zguilar']"
Akina,"['Akkna', 'Qkina']"
Jose,"['Joxe', 'Jpse']"
Owens,['Owems']
Gilbert,"['Gilbett', 'Gklbert']"
Nishioka,"['Nishooka', 'Nisgioka', 'Nishioks', 'Nishuoka']"
Hamasaki,"['Hamqsaki', 'Hamssaki']"
Carlos,"['Carlls', 'Caflos']"
Hale,['Haoe']
Javier,"['Javief', 'Jafier']"
Teixeira,['Teixeiea']
Tucker,"['Gucker', 'Tucmer', 'Tucmer', 'Tuckdr']"
Yamanaka,"['Ywmanaka', 'Ysmanaka']"
Stephens,"['Stephrns', 'Sfephens', 'Ztephens', 'Stwphens']"
Baldwin,"['Baldsin', 'Baodwin']"
Aguinaldo,"['Aguinqldo', 'Afuinaldo', 'Aguonaldo']"
Hunter,"['Huntdr', 'Huntee', 'Huntet', 'Hunger']"
Olsen,"['Olsdn', 'Olswn', 'Oosen']"
Warren,"['Wareen', 'Warrwn', 'Wwrren', 'Warrrn']"
Louis,"['Lluis', 'Lojis']"
Shibuya,['Shinuya']
Clarke,['Clarkd']
Feliciano,['Frliciano']
Ginoza,"['Ginpza', 'Ginozs', 'Vinoza', 'Finoza']"
Imamura,"['Ikamura', 'Ijamura']"
Segawa,"['Segwwa', 'Segwwa', 'Segzwa']"
Walsh,"['Waldh', 'Qalsh', 'Waosh', 'Walsg']"
Iwasaki,"['Isasaki', 'Iwaaaki', 'Iwawaki']"
Shiraki,['Shieaki']
Perkins,"['Perkinx', 'Pwrkins']"
Tanigawa,"['Tanigawq', 'Tajigawa', 'Fanigawa', 'Tanogawa']"
Webb,['Wehb']
Gushiken,['Gushikrn']
Arnold,"['Zrnold', 'Wrnold']"
Lyons,"['Lypns', 'Lyona']"
Beck,['Bwck']
Welch,['Wdlch']
Morrison,"['Moreison', 'Morfison', 'Moerison', 'Morrisin']"
Obrien,"['Obrieh', 'Obriem', 'Ogrien']"
Chandler,"['Chaneler', 'Chandlet', 'Chanfler']"
Pierce,"['Pirrce', 'Piercr', 'Piercr', 'Pietce']"
Manzano,"['Manzzno', 'Mansano']"
Yoshikawa,"['Uoshikawa', 'Yowhikawa']"
Velasco,"['Velascp', 'Velawco', 'Velascp', 'Velazco']"
Ahuna,"['Ahina', 'Ahunz']"
Hopkins,"['Jopkins', 'Holkins']"
Kojima,"['Kojuma', 'Kojkma', 'Kojika']"
Ikehara,['Ikehzra']
Okuda,"['Okudw', 'Okudw', 'Okida']"
Newman,"['Newmab', 'Newmaj', 'Newjan']"
Uyeno,"['Uyemo', 'Uywno', 'Uyeni']"
Apo,"['Spo', 'Apl', 'Spo']"
Barrett,['Barretf']
Oh,"['Ih', 'Og']"
Snyder,"['Snuder', 'Snydef']"
Higgins,"['Higgihs', 'Higfins', 'Jiggins']"
Ohta,"['Ohts', 'Onta', 'Ogta', 'Lhta']"
Quinn,"['Quonn', 'Quinb']"
Valencia,"['Calencia', 'Valencka']"
Amaral,"['Qmaral', 'Amatal']"
Juan,"['Kuan', 'Juab', 'Jusn', 'Jjan']"
Miyasaki,"['Niyasaki', 'Miyzsaki']"
Franco,"['Frando', 'Frajco']"
Luna,"['Luba', 'Puna']"
Oliver,"['Lliver', 'Olivrr']"
Tomas,"['Tojas', 'Timas']"
Bartolome,"['Bartplome', 'Bsrtolome', 'Bartoloje']"
Takenaka,"['Takenaia', 'Takwnaka', 'Takenqka', 'Talenaka']"
Kwon,"['Kwin', 'Kwom']"
Felipe,"['Frlipe', 'Felkpe', 'Felope', 'Felile']"
Naito,"['Nzito', 'Nqito', 'Nakto', 'Nqito']"
Nakao,"['Nakwo', 'Jakao', 'Namao']"
Komatsu,"['Kimatsu', 'Komstsu', 'Jomatsu']"
Mizuno,"['Jizuno', 'Mizuni']"
Akiyama,['Akiyqma']
Matthews,"['Mattgews', 'Matghews', 'Matyhews']"
Erickson,"['Rrickson', 'Ericksoj', 'Erifkson', 'Erixkson']"
Kama,"['Lama', 'Kaja', 'Lama']"
Jacinto,"['Jacknto', 'Jacknto']"
Robello,"['Ronello', 'Robellp', 'Robrllo']"
Yagi,"['Yagk', 'Tagi', 'Yavi', 'Yagk']"
Dumlao,['Fumlao']
Hirai,"['Hirao', 'Hirao']"
Tokuda,"['Yokuda', 'Tokura', 'Tokudw']"
Bolosan,"['Bllosan', 'Bolowan', 'Bolosaj']"
Matsushima,"['Natsushima', 'Mstsushima', 'Matsusnima']"
Kamaka,['Kamakq']
May,"['Mah', 'Mwy', 'Msy']"
Ulep,"['Uleo', 'Ulel', 'Ulwp', 'Ilep']"
Yeung,"['Yrung', 'Yeunt', 'Ydung']"
McGuire,['MvGuire']
Okano,"['Ojano', 'Okanl']"
Schultz,"['Svhultz', 'Schultx', 'Dchultz']"
Bishop,['Bisgop']
Cordeiro,['Cordeoro']
Bradley,"['Brzdley', 'Brwdley']"
Dudoit,"['Dudout', 'Dydoit', 'Dudoir', 'Cudoit']"
Fontanilla,"['Fobtanilla', 'Fontaniloa']"
Mann,"['Mabn', 'Mznn']"
Miyake,"['Niyake', 'Miyaje']"
Nagai,"['Nagsi', 'Nagao', 'Nabai']"
Hudson,"['Judson', 'Hufson', 'Hudsin']"
Nonaka,['Nonakz']
Apana,"['Apanz', 'Aoana', 'Zpana', 'Apwna']"
Salazar,"['Salazaf', 'Sqlazar', 'Salazat']"
Seto,"['Xeto', 'Seyo', 'Seti', 'Sero']"
Hokama,"['Hokqma', 'Homama', 'Hokamz']"
Powers,['Oowers']
Francisco,"['Ffancisco', 'Francidco', 'Franciscp']"
Grant,"['Hrant', 'Granf', 'Grajt']"
Pratt,"['Prwtt', 'Ptatt']"
Tanimoto,"['Tanimoti', 'Tanikoto', 'Tamimoto']"
Davidson,"['Davicson', 'Cavidson', 'Davudson', 'Davieson']"
Hahn,['Hzhn']
Nicolas,"['Nicolss', 'Nivolas', 'Nicolss', 'Bicolas']"
Ponce,['Ponve']
Weber,"['Wener', 'Eeber', 'Eeber', 'Wever']"
Natividad,"['Natuvidad', 'Nativicad', 'Natkvidad', 'Nativisad']"
Nishihara,"['Nisbihara', 'Nishiharz', 'Nishihsra', 'Nishijara']"
Enomoto,"['Enokoto', 'Enomofo', 'Dnomoto', 'Enimoto']"
Mateo,"['Mzteo', 'Mayeo', 'Mayeo', 'Mayeo']"
Ohara,"['Phara', 'Ojara', 'Ohzra', 'Ohafa']"
Todd,['Tpdd']
Austin,['Ausrin']
Murayama,['Murahama']
Paiva,"['Pakva', 'Paivz', 'Laiva', 'Pakva']"
Kamai,"['Kanai', 'Lamai', 'Kamao', 'Kakai']"
Onishi,"['Oniahi', 'Onisho', 'Onidhi']"
Vea,"['Vew', 'Vez', 'Vez']"
Carr,['Cafr']
Swanson,"['Ssanson', 'Swwnson', 'Swanzon']"
Weaver,"['Weavdr', 'Weaqer']"
Knight,"['Knighg', 'Kbight', 'Knigyt', 'Knighf']"
Lambert,"['Lambeet', 'Kambert', 'Lamberg', 'Lambrrt']"
Uemura,"['Uwmura', 'Uwmura', 'Uemira', 'Uwmura']"
Dean,['Dwan']
Decosta,"['Decosts', 'Decoata', 'Drcosta', 'Dexosta']"
Sakuma,"['Sakyma', 'Samuma', 'Sakums']"
Christensen,"['Fhristensen', 'Christdnsen', 'Chrustensen', 'Christehsen']"
Terada,"['Tefada', 'Trrada']"
Oshita,"['Oshuta', 'Oshitz', 'Oshiya', 'Oshifa']"
Reeves,"['Reeces', 'Reeqes', 'Redves', 'Rweves']"
Matsukawa,"['Matsuiawa', 'Matsukwwa']"
Owen,"['Osen', 'Oqen']"
Victorino,"['Victorini', 'Victprino']"
Jimenez,['Jimemez']
Meyers,"['Meyrrs', 'Jeyers', 'Mryers', 'Meuers']"
Koike,"['Kouke', 'Kokke', 'Kpike', 'Moike']"
Leonard,"['Oeonard', 'Ldonard', 'Leonars']"
Noguchi,"['Nogucho', 'Nogucji', 'Notuchi']"
Onaga,"['Onqga', 'Onzga', 'Obaga', 'Onagq']"
Purdy,"['Pirdy', 'Pjrdy', 'Purdu', 'Purfy']"
Hawkins,['Hzwkins']
Marks,"['Jarks', 'Marms']"
Naeole,['Naeolr']
Chai,"['Chqi', 'Chsi']"
David,['Davud']
Iwata,"['Iwqta', 'Iwqta', 'Isata']"
Kauhane,['Kauhqne']
Morioka,['Morioia']
Tsuji,"['Tsiji', 'Tsuni']"
Tsukamoto,['Tsukwmoto']
Frank,"['Ftank', 'Franm']"
Nagao,['Nagai']
Daniels,"['Dankels', 'Dankels']"
Omura,"['Imura', 'Omuea', 'Omuta']"
Tsuda,['Tsudq']
Jennings,['Jenhings']
Sherman,['Shermwn']
Shim,"['Shij', 'Whim', 'Shij', 'Shum']"
Watkins,['Eatkins']
Riley,"['Ripey', 'Tiley', 'Eiley']"
Julian,"['Juliqn', 'Juloan', 'Julkan']"
Pagan,"['Oagan', 'Oagan', 'Pagsn', 'Paban']"
Shimada,"['Shikada', 'Shimadq', 'Shimzda', 'Shkmada']"
Yoshino,"['Yozhino', 'Yozhino']"
Correia,"['Corfeia', 'Correiw', 'Dorreia', 'Correiz']"
Oka,"['Lka', 'Ola']"
Tagawa,"['Ragawa', 'Tagzwa', 'Tagaea']"
Ahn,"['Whn', 'Whn', 'Ahh']"
Choe,['Xhoe']
Elliott,"['Ellioty', 'Dlliott', 'Ellioft']"
Adachi,"['Asachi', 'Adaxhi']"
Duldulao,"['Duldupao', 'Dildulao', 'Dulculao']"
Farias,"['Fqrias', 'Fatias', 'Faruas', 'Fqrias']"
Holland,"['Hollwnd', 'Nolland']"
Sales,"['Salds', 'Salez', 'Salds', 'Sapes']"
Tanji,['Ganji']
Evangelista,['Evangelixta']
Hirota,['Hirotz']
Leslie,"['Ldslie', 'Peslie', 'Leslir']"
Becker,"['Bexker', 'Beckwr', 'Becler', 'Bedker']"
Kwok,"['Kqok', 'Lwok']"
Respicio,"['Rewpicio', 'Respicii', 'Rrspicio', 'Reapicio']"
Omori,['Lmori']
Petersen,"['Petwrsen', 'Peteraen', 'Petersem']"
Kajiwara,"['Kauiwara', 'Kajiwafa', 'Kajieara', 'Kajuwara']"
Kuroda,"['Kurodq', 'Kurora', 'Kiroda', 'Kurlda']"
Watts,"['Watta', 'Watta']"
Raymond,"['Raymind', 'Taymond', 'Rsymond', 'Raykond']"
Shigeta,"['Shigwta', 'Shigdta']"
Soto,"['Sotp', 'Sotl', 'Slto']"
Imada,"['Kmada', 'Imara', 'Imasa', 'Ijada']"
Izumi,['Ixumi']
MacDonald,"['MwcDonald', 'JacDonald', 'MacDojald']"
Oshima,"['Oshkma', 'Ishima', 'Oshkma']"
Teramoto,"['Terqmoto', 'Geramoto', 'Teramoro', 'Teramoti']"
Cordero,"['Corderl', 'Coreero', 'Cotdero', 'Clrdero']"
Kanno,['Kannp']
Keller,"['Jeller', 'Kellee', 'Ieller']"
Lowe,"['Lowr', 'Lose']"
Shimamoto,['Snimamoto']
Eugenio,['Euhenio']
Hoopii,"['Hoopoi', 'Hoooii', 'Hoopio', 'Hlopii']"
Joaquin,"['Jozquin', 'Joqquin', 'Joaquih']"
Benson,"['Bensoj', 'Brnson', 'Benaon']"
Nishiyama,"['Nishiywma', 'Nushiyama', 'Nishiyamz', 'Hishiyama']"
Garrett,"['Gsrrett', 'Gaerett']"
Kikuchi,['Kkkuchi']
Payne,"['Patne', 'Paune']"
Soon,"['Slon', 'Soln']"
Ushijima,"['Uahijima', 'Uwhijima']"
Furtado,"['Furtafo', 'Fjrtado', 'Furtsdo', 'Rurtado']"
Kwock,"['Kwick', 'Kwocl']"
Oki,"['Oku', 'Oii']"
Takamoto,"['Twkamoto', 'Takzmoto']"
Valenzuela,['Valenzuelq']
Derego,"['Drrego', 'Dereto', 'Drrego']"
Sing,['Sibg']
Zhang,['Zhzng']
Burnett,"['Birnett', 'Burnrtt']"
Kawai,"['Mawai', 'Lawai', 'Kaeai', 'Kswai']"
Kay,"['Kau', 'Jay']"
Kihara,"['Kuhara', 'Kiharz']"
Paulo,"['Paupo', 'Pajlo', 'Pauli', 'Pajlo']"
Harrington,"['Hsrrington', 'Harringfon', 'Garrington', 'Harringtom']"
Morishige,['Mirishige']
Abad,"['Abae', 'Anad', 'Absd', 'Sbad']"
Kaina,['Kauna']
Morton,['Morfon']
Deponte,['Depontr']
Ibara,"['Ibarq', 'Ibarz', 'Ibqra', 'Ibars']"
Kaaihue,"['Kaaihje', 'Kaqihue', 'Kqaihue']"
Daniel,['Daniek']
Gregory,"['Grdgory', 'Grwgory', 'Grrgory', 'Gregoru']"
Kwan,['Kwab']
Awai,['Awak']
Jacobs,['Jaxobs']
Kanda,"['Kanfa', 'Kandw', 'Kands', 'Kanra']"
Fukuhara,"['Fukuhars', 'Fumuhara']"
Jung,"['Jyng', 'Hung', 'Junt', 'Hung']"
Kawabata,['Kawabafa']
Naone,"['Maone', 'Baone']"
Nunes,"['Nunea', 'Nunds', 'Nuned']"
Okino,['Okinl']
Ray,"['Fay', 'Eay']"
Kurihara,"['Kurihwra', 'Kutihara', 'Kurihwra', 'Kuriyara']"
Toguchi,['Tobuchi']
Klein,"['Klekn', 'Kldin']"
Barker,"['Barkrr', 'Barkdr', 'Barket']"
Gusman,"['Guaman', 'Gusmah']"
Nakoa,"['Nakos', 'Naloa', 'Najoa', 'Nzkoa']"
Lawson,"['Lawsin', 'Lawspn', 'Lawsin']"
Ngo,['Ngp']
Sonoda,"['Sonoca', 'Sonosa']"
Tangonan,"['Tajgonan', 'Fangonan', 'Tangonwn', 'Fangonan']"
Ueda,['Udda']
Desilva,"['Dezilva', 'Drsilva']"
Rabago,"['Rabsgo', 'Rzbago', 'Rsbago', 'Rqbago']"
Tanoue,['Tanour']
Steele,"['Dteele', 'Sreele', 'Sreele']"
Vasquez,"['Vazquez', 'Basquez']"
Willis,"['Wiolis', 'Willks', 'Wilpis', 'Willos']"
Herrera,"['Hefrera', 'Hereera', 'Herrerw', 'Yerrera']"
Nishi,"['Nisho', 'Hishi']"
Ragasa,"['Rzgasa', 'Eagasa', 'Eagasa']"
Gibo,"['Gibp', 'Gibi', 'Hibo', 'Vibo']"
Inoue,"['Inoie', 'Inpue', 'Unoue', 'Inouw']"
Minami,"['Minzmi', 'Mihami', 'Minamk', 'Mimami']"
Naki,['Jaki']
Crowell,"['Crowwll', 'Croqell', 'Crowrll', 'Cfowell']"
Kaai,"['Kaao', 'Kaak', 'Kazi']"
Mossman,"['Missman', 'Nossman']"
Yoneda,"['Yonera', 'Honeda', 'Yonrda']"
Brewer,"['Grewer', 'Brrwer', 'Brdwer', 'Brewwr']"
Bueno,['Vueno']
Curtis,"['Furtis', 'Curgis', 'Curtid']"
Ha,"['Hw', 'Ba', 'Hz', 'Ya']"
Ozaki,"['Ozzki', 'Ozako']"
Sun,"['Sub', 'Sjn', 'Suh', 'Syn']"
Carreira,"['Farreira', 'Farreira']"
Ku,"['Iu', 'Ju']"
Larsen,"['Larwen', 'Larsdn', 'Parsen']"
Tyau,"['Tuau', 'Tuau']"
Fleming,"['Fleminh', 'Flemint', 'Flejing']"
Kahele,['Kahelw']
Koki,"['Kpki', 'Koko']"
Love,['Live']
Chambers,"['Xhambers', 'Chambets']"
Deleon,['Delwon']
Galiza,"['Gaoiza', 'Gapiza']"
Harper,['Harpee']
Hew,"['Gew', 'Heq']"
Yasui,"['Ywsui', 'Yasii', 'Yasuk', 'Yasji']"
Duran,"['Durab', 'Suran', 'Euran']"
Franklin,"['Franilin', 'Frqnklin', 'Ffanklin']"
Hiraoka,"['Horaoka', 'Hirsoka', 'Hirzoka', 'Hirsoka']"
Lloyd,"['Ployd', 'Oloyd', 'Llotd', 'Ployd']"
Matias,"['Matiws', 'Matiaz']"
McKeague,"['MxKeague', 'McKeabue', 'McKwague']"
Kalahiki,"['Kaoahiki', 'Kalabiki', 'Kalahimi']"
Sunada,"['Sumada', 'Sunafa', 'Subada', 'Sunadw']"
Andaya,['Andayz']
Isobe,"['Isobd', 'Isobr', 'Usobe', 'Ksobe']"
Louie,"['Lpuie', 'Louoe', 'Lojie', 'Louue']"
Miyata,"['Kiyata', 'Miywta', 'Miyats']"
Bates,"['Bages', 'Bafes']"
Fischer,"['Fiscner', 'Fiscyer']"
Hookano,['Hookani']
Logan,"['Pogan', 'Lpgan']"
Madamba,"['Mafamba', 'Nadamba', 'Nadamba']"
Burton,['Burtin']
Ibarra,['Igarra']
Kaniho,"['Kankho', 'Kajiho', 'Maniho']"
Kramer,"['Kramdr', 'Kramwr', 'Kramwr', 'Kraner']"
Lucero,"['Kucero', 'Lucerp', 'Licero']"
Murashige,"['Muraahige', 'Mueashige', 'Mutashige', 'Mjrashige']"
Hori,"['Bori', 'Bori', 'Hpri']"
Hui,"['Gui', 'Huu', 'Yui', 'Gui']"
Menor,"['Kenor', 'Jenor', 'Memor', 'Menof']"
Soong,"['Spong', 'Soojg', 'Soojg']"
Baptista,"['Baptisya', 'Bapgista', 'Baptixta']"
Cachola,"['Cacyola', 'Vachola', 'Cacbola', 'Cachlla']"
Hubbard,"['Hjbbard', 'Hubbsrd']"
Ines,"['Ibes', 'Unes']"
Mendes,"['Menres', 'Mendew', 'Mendds']"
Honma,"['Gonma', 'Honja', 'Honmz', 'Jonma']"
Oconnor,"['Ocojnor', 'Lconnor', 'Oconnof', 'Oconjor']"
Branco,"['Btanco', 'Bramco']"
Look,"['Kook', 'Loom', 'Liok']"
Mueller,"['Muekler', 'Muellet']"
Shea,"['Shew', 'Shez', 'Zhea']"
