Name,freq
Miranda,1
Eden,2
Ashlynn,1
Adrianna,11
Darius,2
Tawny,1
Luella,1
Al,19
Susie,1
Landon,4
Shanon,1
Adele,1
Elisha,1
Koamalu,1
Jasmin,2
Vickie,1
Jaysen,2
['Lani-kai'],2
Darin,1
Emerson,1
Sebastian,2
Stephanie,1
Melva,1
Tyra,1
Hugo,2
Cheyanne,1
Estelle,1
Kaylah,1
Ty,1
Azariah,10
Beatrice,1
Maiya,1
['Ahonui'],1
Jerrica,1
Ilihia,1
Ayden,2
['Alekanekeio'],2
Tehya,1
Kasey,1
Rosalinda,1
Hiram,1
Jenny,1
Ron,4
